loan_id,age,gender,region,employment_status,employment_length,annual_income,credit_score,dti,loan_amount,purpose,interest_rate,ip_risk_score,has_document_mismatch,income_mismatch_ratio
4462,56,Male,Manawatu-Whanganui,Employed,16,20370.98,811,22.88,10004.72,car,0.098071531,29,0,0.98
4463,46,Female,Northland,Employed,1,103440.8,642,0,51217.24,other,0.231110132,68.1,0,0.86
4464,50,Male,West Coast,Employed,7,39972.13,627,0,29577.65,home_improvement,0.22367327,16.6,0,1.23
4465,32,Male,Canterbury,Employed,5,65615.02,802,17.75,31939.9,debt_consolidation,0.085157987,42.9,0,1.2
4466,26,Female,Bay of Plenty,Employed,1,118620.95,672,15.86,9071.24,vacation,0.212296511,50.6,0,1.29
4467,47,Male,Gisborne,Employed,1,147953.45,730,23.25,29608.53,home_improvement,0.159637888,0,0,0.84
4468,42,Female,Marlborough,Part-time,10,63873.17,643,12.01,56796.6,medical,0.243493966,49.6,0,0.85
4469,39,Other/Prefer not to say,Taranaki,Self-employed,3,81853.39,644,19.65,33389.34,other,0.239398081,0,0,1.24
4470,42,Male,West Coast,Employed,5,37791.23,730,23.35,70000,vacation,0.151595828,44.2,0,0.98
4471,41,Male,Wellington,Part-time,4,178468.35,562,21.82,21901.15,other,0.323136995,24.3,0,1.02
4472,51,Male,Manawatu-Whanganui,Employed,6,58832.65,727,11.59,39777.71,debt_consolidation,0.153611018,9.8,0,0.98
4473,51,Female,Gisborne,Employed,3,68207.75,711,17.5,22787.54,vacation,0.1599555,23.1,0,1
4474,43,Female,Wellington,Self-employed,2,50921,648,13.04,5668.83,car,0.241246936,85.2,0,1.22
4475,46,Female,Gisborne,Employed,2,133478,681,18.92,34832.85,other,0.201536071,32.5,0,1.02
4476,43,Female,West Coast,Unemployed,10,73269.44,691,20.71,9091.8,car,0.202172488,20,0,1.24
4477,33,Male,Manawatu-Whanganui,Employed,3,102611.3,694,28.06,5639.72,education,0.184378662,35.2,0,1.1
4478,46,Female,Marlborough,Employed,1,80379.74,721,15.53,11905.59,education,0.172063256,12.9,0,0.97
4479,24,Female,Gisborne,Employed,14,56948.17,631,25.58,20132.89,home_improvement,0.239830768,22.1,0,0.84
4480,49,Female,Marlborough,Part-time,8,113530.15,842,25.69,10269.97,car,0.083432832,46,0,0.96
4481,26,Female,Gisborne,Self-employed,0,79964.04,668,17.08,33894.86,home_improvement,0.212864432,39.3,0,0.8
4482,41,Female,Northland,Self-employed,34,36517.8,672,12.62,8089.29,other,0.210320526,45.4,0,0.92
4483,30,Male,Wellington,Employed,6,35904.42,797,17.36,20131.25,medical,0.096562964,51.7,0,1.38
4484,44,Male,Waikato,Employed,1,71071.28,570,23.76,13718.09,other,0.336829271,18.8,0,1.04
4485,38,Female,Marlborough,Self-employed,1,112040.68,796,18.61,13836.05,debt_consolidation,0.085176624,12.3,0,0.9
4486,22,Male,Bay of Plenty,Employed,6,173823.36,686,8.97,21024.67,car,0.205550079,48.1,0,1.38
4487,42,Female,West Coast,Employed,8,22377.57,648,18.85,26764.92,education,0.232421446,20.9,0,0.86
4488,32,Male,Canterbury,Self-employed,1,66008.48,613,10.46,18413.31,small_business,0.295583195,51.7,0,0.95
4489,47,Female,Northland,Employed,1,87197.52,604,16.84,28031.49,car,0.26366737,49,0,1.39
4490,38,Female,Nelson,Employed,2,77617.18,659,32.45,20149.02,home_improvement,0.245156355,23.9,0,1.25
4491,42,Male,Southland,Unemployed,5,119102.39,697,27.88,69136.78,medical,0.21653142,35,0,1
4492,28,Female,Tasman,Self-employed,1,96323.05,717,14.69,3815.68,education,0.163572962,30.6,0,1.18
4493,32,Female,Waikato,Self-employed,1,35984.46,696,19.22,1205.37,debt_consolidation,0.206967009,13.9,0,1.02
4494,33,Female,Canterbury,Employed,6,35357.56,649,25.5,20545.04,other,0.229340376,50.8,0,0.86
4495,47,Male,Waikato,Employed,8,78402.84,760,12.35,5604.16,debt_consolidation,0.129229855,45.7,0,0.54
4496,55,Male,Tasman,Self-employed,3,117764.93,840,40.98,16863.19,other,0.092420628,48.2,0,1.04
4497,30,Male,Waikato,Unemployed,2,70840.99,770,5.73,17699.28,debt_consolidation,0.118858172,54.7,0,1.27
4498,49,Male,Waikato,Employed,3,25219.75,658,21.27,4831.06,education,0.235095521,40.3,0,0.95
4499,18,Female,Auckland,Part-time,2,34677.27,710,15.87,20610.36,medical,0.169716022,59.9,0,1.13
4500,26,Other/Prefer not to say,Canterbury,Part-time,16,98425.19,714,18.93,23592.96,home_improvement,0.15689431,35.1,0,1.1
4501,28,Female,Waikato,Employed,7,52730.83,776,20.76,10505.79,medical,0.132273546,57.5,0,0.71
4502,24,Female,Hawke's Bay,Student,1,69767.04,660,18.94,38363.92,other,0.190833731,53.7,0,1.03
4503,22,Female,Hawke's Bay,Employed,2,123178.94,622,8.49,5054.75,vacation,0.230571009,41.1,0,1.08
4504,42,Male,West Coast,Employed,4,31596.99,748,14.34,12221.81,car,0.121488368,41.2,0,0.88
4505,36,Female,Gisborne,Employed,5,50695.73,704,3.28,27320.56,education,0.175909886,45.2,0,0.96
4506,42,Male,Gisborne,Employed,3,47496.86,613,13.91,28888.21,small_business,0.279728457,26.9,0,1.14
4507,45,Female,Manawatu-Whanganui,Part-time,8,80449.43,722,19.66,23320.93,car,0.17336604,30.3,0,1.08
4508,41,Male,Bay of Plenty,Unemployed,7,103349.89,790,23.19,11912.52,education,0.099241064,63.1,0,1.23
4509,45,Male,Marlborough,Unemployed,4,26741.77,638,11.83,2543.27,medical,0.230755871,35.5,0,1.04
4510,37,Female,Wellington,Employed,10,64784.44,627,18.81,8555.1,car,0.244658294,48,0,0.92
4511,26,Female,Tasman,Employed,7,109506.59,682,14.31,23117.04,home_improvement,0.218307379,26.1,0,1.03
4512,49,Female,Marlborough,Employed,8,21359.9,721,21.74,37278.18,vacation,0.173759358,54.3,0,1.04
4513,32,Female,Tasman,Employed,16,62536.59,676,15.84,32894.35,medical,0.199401558,38.8,0,1.34
4514,29,Male,Southland,Employed,2,31340.67,748,21.73,44813.92,small_business,0.127676482,66.3,0,0.95
4515,36,Female,Manawatu-Whanganui,Employed,2,44231.94,696,16.98,61096.77,vacation,0.219902442,12.5,1,0.7
4516,29,Male,Auckland,Employed,11,18000,741,26,15720.95,medical,0.126650601,74.2,0,1.1
4517,34,Female,Hawke's Bay,Employed,7,149908.89,637,27.89,17802.1,car,0.220347297,44.2,0,0.91
4518,41,Female,Canterbury,Employed,13,52504.02,606,4.77,11140.35,small_business,0.266145725,2.7,1,0.84
4519,41,Male,Bay of Plenty,Employed,0,40047.74,660,17.84,9459.09,home_improvement,0.185103589,26,0,1.1
4520,29,Female,Bay of Plenty,Student,5,79150.21,599,13.48,8070.01,other,0.275338404,46.8,0,1.25
4521,33,Female,Gisborne,Employed,1,34778.56,705,21.69,9334.39,other,0.157866276,2.9,0,1
4522,49,Male,Wellington,Employed,4,32852.92,559,8.15,15688.01,car,0.313657692,46.6,0,1.15
4523,43,Female,Canterbury,Student,1,160868.1,653,13.51,32888.33,other,0.245831694,42.4,0,1.18
4524,59,Female,Nelson,Part-time,1,192401.64,663,22.01,18746.57,small_business,0.200945487,43,0,1.23
4525,50,Female,Gisborne,Unemployed,0,45565.42,617,20.91,14851.8,medical,0.275838242,43.4,0,0.89
4526,49,Male,Taranaki,Employed,5,123322.16,662,16.44,14376.09,debt_consolidation,0.209875557,0,0,0.9
4527,24,Male,Wellington,Employed,2,80480.23,680,10.76,10156.63,car,0.219985608,39.5,0,0.9
4528,46,Female,Nelson,Part-time,1,27829.27,756,19.43,11673.91,vacation,0.11635163,12.5,0,1.28
4529,37,Male,Bay of Plenty,Unemployed,2,37244.64,618,24.92,5596.45,other,0.292088997,34.4,0,1.13
4530,32,Other/Prefer not to say,Auckland,Employed,1,164851.84,701,15.17,13081.73,small_business,0.161946048,16.2,0,0.77
4531,40,Male,Northland,Employed,14,27613.65,713,20.35,13172.65,medical,0.141161679,32.4,0,1.54
4532,47,Female,Northland,Employed,2,255439.83,679,15.51,9854.9,home_improvement,0.214647294,40.6,0,0.84
4533,43,Female,Hawke's Bay,Employed,2,46134.91,650,11.41,11557.71,debt_consolidation,0.231186866,7.7,0,1.29
4534,29,Male,Bay of Plenty,Self-employed,9,167817.35,612,10.49,43009.02,home_improvement,0.280604827,53.9,0,1.34
4535,45,Male,Auckland,Employed,5,54111.62,794,21.86,13192.71,education,0.098004712,52.7,0,1.11
4536,32,Female,Wellington,Part-time,6,105038.76,684,24.94,4098.84,medical,0.208313068,25.8,0,0.88
4537,40,Female,Southland,Employed,5,150115.82,661,6.33,22087.99,education,0.193404369,30.6,0,0.87
4538,35,Male,Auckland,Unemployed,15,149659.03,807,15.66,34158.29,home_improvement,0.099993238,57.1,0,1.06
4539,36,Female,Southland,Employed,1,45776.37,693,18.81,50440.7,small_business,0.204637792,37.6,0,1.25
4540,46,Male,Nelson,Employed,23,38859.57,833,7.08,4373.64,education,0.098792229,1.4,0,0.89
4541,28,Male,Southland,Employed,9,61908.66,595,20.4,32491.3,home_improvement,0.290978212,40.7,0,0.69
4542,57,Female,Otago,Unemployed,4,29787.82,666,16.4,16645.66,car,0.191491423,51,0,1.14
4543,20,Male,Wellington,Self-employed,5,75034.33,598,11.65,30735.12,debt_consolidation,0.264952156,73.2,0,1.18
4544,32,Female,Tasman,Employed,5,39722.16,673,26.08,6128.49,education,0.211401956,9.9,0,1.47
4545,42,Male,Waikato,Student,0,124463.58,672,17.9,60156.22,other,0.189349889,30.3,0,0.79
4546,44,Male,Wellington,Employed,1,46169.52,653,17.33,8954.91,car,0.241363313,21.5,0,1.04
4547,37,Male,Hawke's Bay,Part-time,16,22851.85,683,23.21,9090.25,education,0.187629085,49.5,0,1.27
4548,37,Female,Gisborne,Part-time,4,150646.52,655,14.48,13920.56,debt_consolidation,0.243594834,70.5,0,1.06
4549,42,Female,West Coast,Part-time,2,72559.58,673,11.42,24870.41,vacation,0.217280822,52.5,0,1.01
4550,36,Female,Northland,Employed,7,66146.25,635,10.86,12965.43,vacation,0.234832396,27.2,0,1.24
4551,52,Male,Nelson,Employed,4,125339.26,767,0.35,32322,vacation,0.120401866,44.4,0,0.88
4552,46,Male,Wellington,Part-time,0,109654.35,613,28.7,11413.45,vacation,0.260318448,35.8,0,1.13
4553,47,Female,Gisborne,Employed,7,41152.11,693,28.66,14428.05,other,0.212507457,60.3,0,0.85
4554,28,Male,Waikato,Employed,7,49626.17,608,5.79,7073.87,medical,0.272546884,49.6,0,0.74
4555,37,Female,Otago,Unemployed,1,33335.21,630,19.94,13658.19,other,0.251021292,36,0,1.02
4556,35,Male,Marlborough,Employed,16,26996.74,636,8.9,70000,car,0.250570823,28.3,0,0.51
4557,28,Female,Marlborough,Unemployed,1,91977.39,672,3.64,25771.75,education,0.198747738,33.3,0,1.07
4558,42,Male,Nelson,Student,3,82244.61,691,10.9,70000,debt_consolidation,0.196953718,52.6,0,0.7
4559,33,Female,Marlborough,Unemployed,1,102604.81,614,21.24,41339.28,home_improvement,0.26261553,19.6,0,1.08
4560,45,Male,Auckland,Employed,5,140239.34,655,11.55,18930.58,vacation,0.226506245,35.2,0,1.1
4561,27,Male,Canterbury,Employed,2,103448.32,621,10.29,6759.57,medical,0.227734342,58.9,0,0.96
4562,55,Male,Northland,Employed,2,109121.61,618,30.98,37142.06,other,0.263993053,0,0,1.11
4563,29,Male,Auckland,Employed,9,18682.93,748,18.93,8242.6,small_business,0.111564127,25.4,0,1.04
4564,40,Male,Otago,Employed,0,54065.49,596,21.82,6953.05,medical,0.271042569,28.8,0,1
4565,46,Female,Marlborough,Employed,8,115947,684,23.42,13250.48,medical,0.211631715,59.1,1,1.42
4566,32,Female,Canterbury,Employed,4,32248.19,782,11.34,8495.15,medical,0.080767181,51.6,0,1.08
4567,47,Female,Bay of Plenty,Employed,21,68675.33,752,24.37,36030.64,small_business,0.121754039,16.3,0,1.16
4568,26,Female,Manawatu-Whanganui,Unemployed,4,88771.53,706,11.06,9688.92,other,0.158534375,18.5,0,1.35
4569,53,Female,Hawke's Bay,Employed,0,84783.37,679,18.68,38609.56,vacation,0.191878158,35.7,0,1.18
4570,38,Male,Auckland,Employed,0,81098.55,724,13.72,18486.61,home_improvement,0.178640642,18,0,1.43
4571,32,Male,Gisborne,Self-employed,11,93105.65,702,18.95,12374.67,education,0.159647391,69.3,0,1.09
4572,35,Male,Taranaki,Unemployed,9,72445.43,765,15.53,13522.77,medical,0.13110954,27.6,0,1.03
4573,46,Female,West Coast,Employed,2,27021.43,672,18.75,10616.75,small_business,0.195715194,54.5,0,0.92
4574,32,Male,Canterbury,Self-employed,5,88107.76,740,22.03,25287.29,other,0.116999905,19,0,1.13
4575,31,Male,Bay of Plenty,Employed,3,77110.17,660,12.67,18939.94,education,0.216117753,22,0,0.97
4576,36,Female,Taranaki,Employed,17,27235.96,794,23.45,7146.22,home_improvement,0.099093413,50.6,0,1.13
4577,26,Male,Manawatu-Whanganui,Part-time,15,148744.25,670,15.2,8217.93,medical,0.210054615,61.5,0,0.88
4578,56,Female,Manawatu-Whanganui,Part-time,21,89540.4,583,18.56,7194.52,education,0.291436464,0,0,1.05
4579,32,Female,Northland,Employed,10,28394.01,685,10.59,25843.96,other,0.215774125,66.7,0,1.16
4580,46,Male,Tasman,Unemployed,12,39807.37,726,16.8,42919.38,home_improvement,0.154167517,25.2,0,1.13
4581,40,Male,Taranaki,Student,1,46337.71,778,23.87,34586.94,car,0.116575191,63.2,0,0.89
4582,28,Female,Northland,Part-time,9,46317.93,620,19.21,20188.97,small_business,0.22350755,0,0,1.17
4583,38,Female,Northland,Employed,6,77495.31,575,17.55,36084.02,vacation,0.334588545,22.6,0,1.01
4584,46,Male,Northland,Employed,16,36182.52,710,31.82,17633.23,small_business,0.176904618,13.9,0,0.43
4585,36,Female,West Coast,Employed,4,127902.64,708,12.73,21380.84,small_business,0.151203002,33.3,0,0.87
4586,50,Female,Marlborough,Employed,0,121737.77,595,31.62,10547.21,car,0.275788883,38.2,0,1.23
4587,48,Male,Southland,Employed,5,94252.53,660,22.43,10594.45,debt_consolidation,0.199937742,40.4,0,1.41
4588,47,Male,Northland,Unemployed,6,66748.53,663,32.21,16461.83,vacation,0.182994156,56.5,0,1.13
4589,33,Female,Bay of Plenty,Unemployed,1,114074.96,729,11.34,49083.29,medical,0.156052314,38.7,0,1.2
4590,27,Male,Hawke's Bay,Student,3,55081.76,655,13.22,45355.91,small_business,0.223242213,23.3,0,0.9
4591,32,Female,Wellington,Employed,5,42085.11,654,25.94,22773.9,education,0.224469135,61.4,0,1
4592,40,Male,Bay of Plenty,Employed,2,132748.06,687,13.16,12107.98,small_business,0.19404607,48.2,0,1.34
4593,43,Female,Otago,Employed,2,78642.55,597,15.92,7752.07,home_improvement,0.29503622,47.4,0,1.09
4594,18,Female,Southland,Employed,1,43118.52,794,36.62,21224.89,car,0.093793867,29.9,0,1.11
4595,38,Female,West Coast,Part-time,14,50589.39,736,1.41,70000,medical,0.14251316,46.5,0,1
4596,40,Male,Southland,Employed,7,41784.71,638,17.74,8716.78,debt_consolidation,0.245103868,34.5,0,1.24
4597,35,Male,Northland,Unemployed,0,218698.09,613,8.8,12641.09,other,0.270412609,21.8,0,1.19
4598,51,Female,Canterbury,Employed,7,65160.04,618,25.41,27880.73,small_business,0.265911845,35.6,0,1.13
4599,42,Male,Canterbury,Employed,7,71453.73,715,12.97,47734.02,vacation,0.168921197,18.1,0,1.03
4600,51,Male,Nelson,Self-employed,0,100195.04,619,15.9,25138.4,car,0.285775821,37.1,0,1.01
4601,36,Female,Southland,Employed,2,31348.63,665,28.1,13625.02,medical,0.206513242,56.7,0,1.24
4602,47,Male,West Coast,Employed,5,125501.24,579,11.82,9252.88,small_business,0.324520259,23.7,0,0.88
4603,54,Male,Taranaki,Employed,3,45135.97,712,17.05,37455.69,other,0.155582861,22.1,0,0.93
4604,51,Male,Gisborne,Self-employed,8,194882.54,715,8.87,6487.71,vacation,0.161948234,66.6,0,0.76
4605,27,Female,Taranaki,Part-time,3,53881.76,669,4.18,2461.36,other,0.187306577,30.6,0,1.35
4606,35,Female,Nelson,Student,1,121142.95,692,3.22,51511.9,education,0.185263567,22.7,0,0.85
4607,35,Male,Otago,Part-time,19,18000,728,1.25,29361.25,medical,0.141926164,20.8,0,1.16
4608,43,Male,Gisborne,Student,1,32114.49,690,2.07,5188.94,small_business,0.217790306,0,0,1.02
4609,45,Male,Nelson,Student,6,54501.21,727,9.34,25419.44,other,0.167793524,79.8,0,1.65
4610,30,Female,Nelson,Employed,1,19219.35,610,21.1,10819.46,small_business,0.281072081,43.7,0,1.22
4611,39,Male,Southland,Employed,2,93215.87,703,10.53,5909.15,car,0.175829712,19.5,0,0.64
4612,18,Female,Bay of Plenty,Employed,3,78426.52,692,12.1,18045.54,education,0.216154005,52,0,1.24
4613,52,Male,West Coast,Unemployed,1,35869.62,752,19.59,8522.21,home_improvement,0.1278202,38.2,0,0.93
4614,33,Other/Prefer not to say,Southland,Employed,3,64380.58,682,21.69,9106.85,other,0.19959103,33.1,0,0.98
4615,39,Male,Gisborne,Employed,1,105453.87,674,22.53,7074.13,home_improvement,0.214027542,43.4,0,0.95
4616,35,Female,Canterbury,Part-time,4,18403.81,647,20.74,17458.15,small_business,0.24890083,55.6,0,1.13
4617,49,Male,Waikato,Employed,5,30274.14,769,26.87,32743.53,medical,0.113912595,28.2,0,1.06
4618,18,Male,Marlborough,Part-time,0,53161.49,539,21.58,7479.71,medical,0.305421426,75,0,0.85
4619,38,Female,Marlborough,Unemployed,10,65931.84,711,13.44,20616.66,medical,0.168562029,18.1,1,0.93
4620,37,Female,Tasman,Employed,1,62753.88,679,32.91,20204.1,car,0.192668016,41.5,0,1.02
4621,33,Male,Waikato,Self-employed,1,110826.3,669,32.28,6177.26,medical,0.191953459,45.5,0,0.6
4622,55,Female,Marlborough,Unemployed,5,86549.28,660,9.54,15952.63,other,0.187037217,30.7,0,0.72
4623,29,Female,West Coast,Employed,3,98727.96,677,20.62,27615.41,car,0.215351694,67.2,0,1.41
4624,46,Female,Wellington,Unemployed,3,28232.16,709,15.32,33351.66,car,0.150752998,63.5,0,1.1
4625,42,Male,Waikato,Unemployed,1,70900.79,632,25.11,13977.74,small_business,0.228668369,64.4,0,0.96
4626,51,Female,Auckland,Employed,8,54060.39,688,23.84,7084.85,vacation,0.216907136,34.6,0,0.68
4627,31,Female,Tasman,Employed,5,156277.05,701,2,16871.08,education,0.170745499,40.8,0,0.99
4628,31,Male,Northland,Employed,1,72170.01,623,27.65,18643.36,education,0.258160737,66.1,0,1.35
4629,49,Female,Marlborough,Employed,2,43508.44,710,21.82,8703.53,medical,0.174654378,19.4,1,1.48
4630,42,Male,West Coast,Employed,8,108406.5,702,25.06,4403.09,small_business,0.172972748,52.5,0,1.28
4631,23,Male,West Coast,Unemployed,4,91137.19,632,26.89,26305.34,vacation,0.236988431,67.7,0,0.89
4632,33,Female,Otago,Employed,1,39702.98,609,18.58,17979.39,car,0.26196572,13.4,0,0.96
4633,42,Female,Taranaki,Student,2,52735.74,631,20.78,6616.98,home_improvement,0.248381972,0,0,0.71
4634,46,Male,Auckland,Employed,1,53277.78,688,19.75,47680.12,education,0.188779845,18.9,0,0.88
4635,31,Male,Nelson,Employed,4,135756.65,675,19.08,19770.4,medical,0.192015555,19.6,0,1.01
4636,18,Female,West Coast,Self-employed,9,73429.99,764,13.57,4874.4,small_business,0.11638487,27.8,0,0.89
4637,43,Male,Hawke's Bay,Student,3,100530.06,658,16.94,22484.32,vacation,0.224334807,44.2,1,1.57
4638,26,Female,Northland,Employed,3,48347.97,627,15.56,39110.84,education,0.231341248,28.5,0,0.82
4639,18,Female,Canterbury,Employed,12,79461.09,719,34.09,12204.95,car,0.174537249,42,0,1.02
4640,18,Male,Northland,Student,4,142081.92,621,13.59,55374.97,small_business,0.222251251,5.4,0,0.69
4641,46,Female,Nelson,Employed,4,52338.97,633,19.02,13712.63,other,0.255832243,88.1,0,1.14
4642,39,Female,Marlborough,Employed,2,69649.82,633,17.74,32945.75,debt_consolidation,0.242737947,43.4,0,0.8
4643,36,Male,Nelson,Employed,5,28685.84,500,22.31,3117.94,home_improvement,0.337144207,40.7,0,1.21
4644,52,Female,Taranaki,Unemployed,4,41060.74,714,18.75,14865.92,home_improvement,0.172810371,29,0,0.96
4645,44,Female,West Coast,Employed,3,53182.08,736,30.42,36637.74,other,0.156060145,2.2,0,0.84
4646,54,Female,Manawatu-Whanganui,Self-employed,23,34394.05,735,20.92,3779.04,home_improvement,0.144160416,24.6,0,0.65
4647,24,Female,Gisborne,Self-employed,11,143677.54,793,25.83,45879.57,small_business,0.090595847,14.1,0,0.88
4648,38,Male,Southland,Part-time,7,39314.09,770,17.87,30140.48,debt_consolidation,0.135307172,1.9,0,1.11
4649,22,Male,Gisborne,Employed,4,104216.08,660,1.8,27792.66,vacation,0.180541584,25.9,0,1.2
4650,36,Male,Manawatu-Whanganui,Employed,3,72710.73,747,12.57,19854.89,vacation,0.111464327,29.2,0,0.93
4651,36,Male,Auckland,Employed,1,66214.43,674,24.81,7301.74,debt_consolidation,0.196465898,19.8,0,1.28
4652,44,Male,Bay of Plenty,Employed,2,158552.45,654,23.51,17133.59,vacation,0.251486378,40.8,0,0.8
4653,38,Female,Nelson,Unemployed,7,18000,635,25.58,17786.94,car,0.252908054,46.2,0,0.46
4654,44,Female,Canterbury,Self-employed,3,57781.25,664,24.3,3376.26,debt_consolidation,0.197032517,44.7,0,1.16
4655,45,Female,Tasman,Unemployed,11,33993.15,700,18.31,10694.96,vacation,0.145611048,37.2,0,1.22
4656,60,Female,Taranaki,Student,1,20036.09,775,23.58,13409.84,other,0.137625344,18.6,0,1.22
4657,35,Female,Taranaki,Part-time,4,31739.06,724,27.36,21842.79,vacation,0.140786678,5.7,0,0.78
4658,29,Female,Taranaki,Employed,5,65675.75,634,30.86,10128.94,debt_consolidation,0.230038129,26.1,0,0.95
4659,40,Female,Gisborne,Part-time,4,42063.44,617,30.69,10851.58,debt_consolidation,0.267585534,58,0,1.26
4660,30,Male,Marlborough,Employed,11,111314.04,714,37.05,7779.59,car,0.1526302,24.8,0,0.88
4661,53,Female,Waikato,Unemployed,23,57172.89,734,7.15,70000,small_business,0.175396414,35.8,0,1.03
4662,35,Female,Taranaki,Employed,1,53492.65,754,14.76,6469.5,other,0.110481374,20.9,0,0.95
4663,32,Male,Manawatu-Whanganui,Unemployed,1,53635.9,664,8.46,5446.28,medical,0.214301364,30.6,0,0.86
4664,33,Female,Hawke's Bay,Employed,1,61270.02,708,10.41,23588.9,other,0.154330026,36.2,0,0.85
4665,45,Female,Nelson,Unemployed,6,50567.05,731,26.75,8678.33,vacation,0.151278127,28.7,0,1.32
4666,36,Male,Otago,Part-time,2,39002.86,599,17.79,5646.78,vacation,0.295281649,1.3,0,1.09
4667,32,Female,Northland,Unemployed,7,117671.66,697,26.77,12961.08,small_business,0.183074726,2.8,0,1.38
4668,55,Male,Otago,Unemployed,3,44698.07,734,15.34,14717.29,vacation,0.164205759,51.9,0,1.22
4669,29,Male,Tasman,Employed,5,51638.7,711,28.6,21724.46,vacation,0.157574766,10.6,0,1.42
4670,38,Female,Manawatu-Whanganui,Employed,7,84102,675,19.88,17410.39,small_business,0.180115679,31.7,0,1.16
4671,45,Female,Manawatu-Whanganui,Part-time,4,78699.12,837,19.75,15933.04,education,0.097882208,28.2,0,1.32
4672,22,Female,Hawke's Bay,Self-employed,4,38028.06,796,23.99,21227.07,other,0.081165766,22.1,0,1
4673,43,Female,Wellington,Employed,0,102245.46,681,17.54,26975.69,car,0.197421695,41.4,0,1.63
4674,27,Male,Tasman,Employed,3,89746.54,669,10.82,10056.29,small_business,0.214833825,54.5,0,1.02
4675,46,Female,Auckland,Employed,4,72325.17,722,6.34,10397.44,medical,0.172584586,48.7,0,0.65
4676,28,Female,Waikato,Employed,3,50179.03,677,31.29,25310.55,other,0.194206944,55.9,0,1.12
4677,45,Other/Prefer not to say,Marlborough,Employed,12,50924.74,756,16.75,12372.51,small_business,0.131672237,50.9,0,0.89
4678,49,Male,Bay of Plenty,Employed,12,57587.7,604,11.89,8740.17,small_business,0.288007558,32.6,0,1.19
4679,47,Female,Tasman,Employed,9,31040.35,666,16.51,9363.61,debt_consolidation,0.217327423,60.8,0,1.17
4680,41,Female,Taranaki,Employed,2,63486.43,721,9.5,5361.76,other,0.164208295,63.7,0,1.04
4681,36,Female,Taranaki,Self-employed,6,111013.13,740,21.6,20069.2,vacation,0.119455122,11.3,0,0.83
4682,32,Female,Marlborough,Employed,3,109970.26,591,20.25,54186.12,vacation,0.282837166,68.4,0,1.1
4683,53,Male,Nelson,Self-employed,1,51721.64,623,22.07,29410.47,home_improvement,0.222003261,47.9,0,0.92
4684,31,Female,Tasman,Part-time,2,123080.33,579,15.65,9517.71,home_improvement,0.300047635,66.2,0,1.25
4685,28,Female,Hawke's Bay,Employed,0,203961.25,628,30.34,3503.85,home_improvement,0.221998073,69.6,0,1.13
4686,45,Male,Wellington,Student,2,53767.15,603,22.79,7247.15,small_business,0.270777239,43.2,0,1.72
4687,30,Female,Taranaki,Part-time,3,98425.12,712,29.43,14089.35,debt_consolidation,0.145114008,40.1,0,0.98
4688,28,Female,Waikato,Employed,16,18000,694,11.19,26029.8,car,0.201365315,41.7,0,1.02
4689,24,Male,Gisborne,Employed,2,30554.11,671,27.88,25456.1,car,0.21554275,30.4,0,1.01
4690,33,Female,Auckland,Employed,12,68652.66,682,13.75,11200.32,home_improvement,0.18403764,18.7,0,1.01
4691,37,Male,West Coast,Self-employed,1,35528.93,752,18.32,14360.12,vacation,0.113528525,51.1,0,1.33
4692,40,Male,Waikato,Employed,1,220943.83,617,19.57,9802.12,small_business,0.295232396,60.5,0,0.97
4693,48,Female,Wellington,Employed,4,93047.96,564,16.52,10597.48,medical,0.309350597,58.5,0,1.56
4694,43,Male,Manawatu-Whanganui,Self-employed,6,116034.35,723,26.17,17844.67,other,0.174884695,13.6,0,1.05
4695,36,Male,Waikato,Employed,0,63877.77,657,21.89,10448.23,car,0.228311237,4.8,0,0.98
4696,36,Male,Nelson,Part-time,1,35604.16,619,2.5,6248.16,vacation,0.271885151,36.1,0,0.86
4697,43,Male,Otago,Employed,3,47612.77,713,31.97,16039.85,education,0.14204546,17.6,0,1.25
4698,51,Female,Waikato,Part-time,2,75717.97,562,25.41,22899.57,medical,0.325866964,30.2,0,1.04
4699,39,Female,Manawatu-Whanganui,Employed,6,44328.95,629,30.63,10724.93,car,0.256457629,36.1,0,1.12
4700,33,Female,Taranaki,Employed,4,97232.25,537,17.35,70000,medical,0.319871158,37,0,0.89
4701,28,Female,Northland,Employed,1,99607.38,696,16.16,14124.1,other,0.205255343,24.1,0,1.04
4702,24,Male,Northland,Part-time,11,65194.56,774,13.88,8478.26,small_business,0.125362407,52.1,0,0.9
4703,45,Female,Nelson,Employed,2,21736.79,646,18.16,53593.04,car,0.235717478,65.9,0,1.33
4704,44,Female,West Coast,Self-employed,7,181863.83,633,23.06,40658.5,vacation,0.235304397,66.4,0,1.19
4705,44,Female,Southland,Student,8,57213.14,787,17.48,70000,small_business,0.092570096,35.2,0,1.06
4706,37,Female,Northland,Self-employed,17,300000,718,12.99,14646.86,debt_consolidation,0.15807885,53.9,0,1.02
4707,52,Female,Taranaki,Employed,3,96149.92,823,24.41,11595.81,other,0.091743383,49.6,0,1.09
4708,33,Female,Southland,Part-time,5,57306.51,690,16.67,14210.65,vacation,0.215858178,36.8,0,1.09
4709,48,Male,Hawke's Bay,Student,2,85036.48,694,20.92,23382.37,car,0.20237791,23.4,0,0.85
4710,38,Female,Auckland,Employed,6,19352.39,767,7.54,35031.1,car,0.12706003,58.9,0,0.66
